image,caption
../abc\ERK\33466360_page7_112_0.jpg,The Clinical Effect of the Dual-Targeting Strategy Involving PI3K AKT mTOR and RAS MEK ERK Pathways in Patientswith Advanced Cancer
../abc\MEK\25505733_page1_4_0.jpg,There are ongoing clinical trials assessing BRAF MEK andAKT inhibitors in this population
../abc\MEK\26675306_page3_47_0.jpg,MEK ERK inhibitor U0126 affects in vitro and in vivo growth ofembryonal rhabdomyosarcoma Mol
../abc\MEK\27200298_page4_13_0.jpg,Interim results of a phase II study of the BRAF inhibitor BRAFi dabrafenib D in combination with the MEK inhibitor trametinib T in patients pts with BRAF V600E mutated mut metastatic non-small cell lung cancer NSCLC
../abc\MEK\27938382_page1_9_0.jpg,"ALK anaplastic lymphoma kinase ATR ataxia telangiectasia and Rad3-related protein AXL AXL receptor tyrosine kinase BTK Bruton’s tyrosine kinase CDK 4 6 cyclin-dependent kinase 4 6, CEACAM1 carcinoembryonic antigen-related cell adhesion molecule 1 dUTPase deoxyuridine triphophatase FAK focal adhesion kinase FGF fibroblast growth factor FLT1 3 fms-like tyrosine kinase 1 3, c-Kit proto-oncogene c-Kit Her2 human epidermal growth factor receptor 2 HLA humanleukocyte antigen IGFR insulin-like growth factor receptor JAK2 Janus kinase 2 MAGEA3 melanoma-associated antigen 3 MAPK mitogen-activated protein kinase MEK mitogen-activated protein kinase kinase mTOR mammalian target of rapamycin NTRK3 neurotrophic tyrosine kinase PARP poly ADP ribose polymerase PDGFR platelet-derived growth factor receptor PI3K phosphatidylinositide 3-kinases sEphB4 soluble extracellular domain of EphB4 Syk spleen tyrosine kinase VEGFR vascular endothelial growth factor receptor VISTA V-domain Ig suppressor of T cell activation WT1 Wilms’ tumor protein"
../abc\MEK\29734788_page14_234_0.jpg,MEK inhibition in non-small cell lung cancer
../abc\MEK\29734788_page14_234_0.jpg,Combined EGFR MEK inhibition prevents the emergence of resistance in EGFR-mutantlung cancer
../abc\MEK\29734788_page6_128_0.jpg,MEK inhibition in non-small cell lung cancer
../abc\MEK\29734788_page6_128_0.jpg,Combined EGFR MEK inhibition prevents the emergence of resistance in EGFR-mutantlung cancer
../abc\MEK\30445769_page5_448_0.jpg,A MAP–ERK kinase MEK inhibitor restored sensitivity to erlotinibin lung cancer which was reduced NF-1 expression in vitro and in vivo [101]
../abc\MEK\31387256_page10_565_0.jpg,"YAP blockade by MEK 1 2, CDK1 CDK9 and YAP-TEAD complex inhibitors in combination with anti-PD-1 PD-L1 ICIs may be a future therapeutic strategy for the treatment of EGFR mutant NSCLC without targetable resistant mutations"
../abc\MEK\31387256_page10_565_0.jpg,The Combination of MEK Inhibitor With Immunomodulatory Antibodies Targeting ProgrammedDeath 1 and Programmed Death Ligand 1 Results in Prolonged Survival in Kras p53-Driven Lung Cancer
../abc\MEK\31387256_page2_203_0.jpg,"YAP blockade by MEK 1 2, CDK1 CDK9 and YAP-TEAD complex inhibitors in combination with anti-PD-1 PD-L1 ICIs may be a future therapeutic strategy for the treatment of EGFR mutant NSCLC without targetable resistant mutations"
../abc\MEK\31387256_page2_203_0.jpg,The Combination of MEK Inhibitor With Immunomodulatory Antibodies Targeting ProgrammedDeath 1 and Programmed Death Ligand 1 Results in Prolonged Survival in Kras p53-Driven Lung Cancer
../abc\MEK\31438559_page2_103_0.jpg,SHP2 inhibition prevents adaptive resistance to MEK inhibitors in multiple cancer models
../abc\MEK\31438559_page2_103_0.jpg,SHP2 inhibition overcomes RTK-mediated pathway re-activation in KRASmutant tumors treated with MEK inhibitors
../abc\MEK\31438559_page5_145_0.jpg,SHP2 inhibition prevents adaptive resistance to MEK inhibitors in multiple cancer models
../abc\MEK\31438559_page5_145_0.jpg,SHP2 inhibition overcomes RTK-mediated pathway re-activation in KRASmutant tumors treated with MEK inhibitors
../abc\MEK\31527477_page3_324_0.jpg,It is known that RAF and MEK co-inhibitionexhibits synergy in triple negative breast cancer TNBC models [102]
../abc\MEK\31527477_page3_324_0.jpg,It is known that RAF and MEK co-inhibition exhibits synergy in triple negative breast cancer TNBC models [102]
../abc\MEK\31527477_page5_424_0.jpg,It is known that RAF and MEK co-inhibitionexhibits synergy in triple negative breast cancer TNBC models [102]
../abc\MEK\31527477_page5_424_0.jpg,It is known that RAF and MEK co-inhibition exhibits synergy in triple negative breast cancer TNBC models [102]
../abc\MEK\31527477_page7_566_0.jpg,It is known that RAF and MEK co-inhibitionexhibits synergy in triple negative breast cancer TNBC models [102]
../abc\MEK\31527477_page7_566_0.jpg,It is known that RAF and MEK co-inhibition exhibits synergy in triple negative breast cancer TNBC models [102]
../abc\MEK\31988639_page5_537_0.jpg,TRAF1 Is Criticalfor Regulating the BRAF MEK ERK Pathway in Non-Small Cell Lung Carcinogenesis
../abc\MEK\31988639_page5_537_0.jpg,Meaningful relationships: the regulation of the Ras Raf MEK ERK pathway by protein interactions
../abc\MEK\32549388_page2_94_0.jpg,Synergistic interaction between MEK inhibitor and geﬁtinibin EGFR-TKI-resistant human lung cancer cells
../abc\MEK\32549388_page2_94_0.jpg,Combined inhibition of MEK and PI3K pathways overcomes acquired resistance toEGFR-TKIs in non-small cell lung cancer
../abc\MEK\33114576_page2_246_0.jpg,"Similarly the presence of an anaplastic lymphoma kinase ALK rearrangement in NSCLC isassociated with high PD-L1 expression via activation of the MEK ERK, PI3K Akt mTOR pathways andSTAT3 [41–43]"
../abc\MEK\33466360_page7_112_0.jpg,SHP2 InhibitionPrevents Adaptive Resistance to MEK Inhibitors in Multiple Cancer Models
../abc\MEK\33466360_page7_112_0.jpg,Intermittent dosing of RMC-4630 a potent selective inhibitor of SHP2 combined with the MEK inhibitorcobimetinib in a phase 1b 2 clinical trial for advanced solid tumors with activating mutations of RAS signaling
../abc\MEK\33466360_page7_112_0.jpg,Effective use of PI3K and MEK inhibitors to treat mutant Kras G12D and PIK3CA H1047R murine lung cancers
../abc\MEK\33466360_page7_112_0.jpg,Combined MEK and PI3K Inhibition in a Mouse Model of Pancreatic Cancer
../abc\MEK\33466360_page7_112_0.jpg,The Clinical Effect of the Dual-Targeting Strategy Involving PI3K AKT mTOR and RAS MEK ERK Pathways in Patientswith Advanced Cancer
../abc\MEK\33562150_page1_85_0.jpg,was observed in melanoma cells with the BRAF V600E mutation which are resistant toBRAF and MEK inhibitors [85]
../abc\MEK\33562150_page2_105_0.jpg,was observed in melanoma cells with the BRAF V600E mutation which are resistant toBRAF and MEK inhibitors [85]
../abc\MEK\33562150_page4_139_0.jpg,was observed in melanoma cells with the BRAF V600E mutation which are resistant toBRAF and MEK inhibitors [85]
../abc\MEK\33562150_page9_195_0.jpg,was observed in melanoma cells with the BRAF V600E mutation which are resistant toBRAF and MEK inhibitors [85]
../abc\MTOR\23885909_page5_123_0.jpg,SeveralSMKIs are currently in development targeting the PI3K AKT mTOR pathway including PI-103 and OST 906 37
../abc\MTOR\25505733_page1_4_0.jpg,Activated mTOR complexes mTORC1  downstream of PI3K–AKT result in increased ribosomal protein synthesis and furtherAKT activation mTORC2
../abc\MTOR\25505733_page1_4_0.jpg,The mTOR pathway in lung cancer and impli-cations for therapy and biomarker analysis
../abc\MTOR\26579470_page1_13_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\MTOR\26579470_page3_62_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\MTOR\26579470_page7_156_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\MTOR\26675306_page3_47_0.jpg,Maity PI3K AKT mTOR pathway in angiogenesis Front
../abc\MTOR\26675306_page3_47_0.jpg,Effects of small molecule inhibitors of PI3K Akt mTOR signal-ing on neuroblastoma growth in vitro and in vivo Int
../abc\MTOR\26675306_page3_47_0.jpg,The dual PI3K mTOR inhibitor NVP-BEZ235 and chloroquinesynergize to trigger apoptosis via mitochondrial-lysosomal cross-talk Int
../abc\MTOR\26675306_page3_47_0.jpg,Initial testing stage 1 of the mTOR inhibitor rapamycin bythe pediatric preclinical testing program Pediatr
../abc\MTOR\27938382_page1_9_0.jpg,Population pharmacokinetics of PQR309 a dual PI3K mTOR inhibitor inadult patients with advanced solid tumors
../abc\MTOR\28208579_page5_302_0.jpg,LKB1 AMPK mTOR Signaling Pathway in Non-small-cell LungCancer
../abc\MTOR\28208579_page5_302_0.jpg,Making new contacts: The mTOR network in metabolism and signallingcrosstalk
../abc\MTOR\28208579_page5_302_0.jpg,Targeting PI3K Akt mTOR Signaling in Cancer
../abc\MTOR\28208579_page5_302_0.jpg,Insulin signalling to mTOR mediated bythe Akt PKB substrate PRAS40
../abc\MTOR\28208579_page5_302_0.jpg,The LKB1tumor suppressor negatively regulates mTOR signaling
../abc\MTOR\28208579_page5_302_0.jpg,Negative regulation of mTOR activity byLKB1-AMPK signaling in non-small cell lung cancer cells
../abc\MTOR\28208579_page5_302_0.jpg,Impact of dual mTORC1 2 mTOR kinase inhibitor AZD8055 on acquired endocrine resistancein breast cancer in vitro
../abc\MTOR\28208579_page5_302_0.jpg,Blockage of Stat3 enhances the sensitivity of NSCLC cells to PI3K mTOR inhibition
../abc\MTOR\28208579_page5_302_0.jpg,Perifosine inhibits mammaliantarget of rapamycin signaling through facilitating degradation of major components in the mTOR axis andinduces autophagy
../abc\MTOR\28208579_page5_302_0.jpg,Dual Inhibition of PI3K Akt mTOR Pathway andRole of Autophagy in Non-Small Cell Lung Cancer Cells
../abc\MTOR\28208579_page5_302_0.jpg,Platycodin-D Induced Autophagyin Non-Small Cell Lung Cancer Cells via PI3K Akt mTOR and MAPK Signaling Pathways
../abc\MTOR\29973561_page2_202_0.jpg,Our recent studies indicate that theactivation of alternative signaling pathways such as PI3K mTOR and Wnt may also cause resistanceto EGFR TKIs in certain cell lines with wild-type EGFR; however in cell lines with mutant EGFR there is activation of the mTOR pathway
../abc\MTOR\31527477_page3_324_0.jpg,The ginsenoside Rk3 exerts anti-esophageal cancer activity in vitro and in vivoby mediating apoptosis and autophagy through regulation of the PI3K Akt mTOR pathway
../abc\MTOR\31527477_page3_324_0.jpg,MTOR inhibition reversed drug resistance after combinationradiation with erlotinib in lung adenocarcinoma
../abc\MTOR\31527477_page3_324_0.jpg,Inhibition of Autophagy Promotes Salinomycin-Induced Apoptosis via Reactive Oxygen Species-MediatedPI3K AKT mTOR and ERK p38 MAPK-Dependent Signaling in Human Prostate Cancer Cells
../abc\MTOR\31527477_page3_324_0.jpg,MicroRNA-495-3pinhibits multidrug resistance by modulating autophagy through GRP78 mTOR axis in gastric cancer
../abc\MTOR\31527477_page5_424_0.jpg,The ginsenoside Rk3 exerts anti-esophageal cancer activity in vitro and in vivoby mediating apoptosis and autophagy through regulation of the PI3K Akt mTOR pathway
../abc\MTOR\31527477_page5_424_0.jpg,MTOR inhibition reversed drug resistance after combinationradiation with erlotinib in lung adenocarcinoma
../abc\MTOR\31527477_page5_424_0.jpg,Inhibition of Autophagy Promotes Salinomycin-Induced Apoptosis via Reactive Oxygen Species-MediatedPI3K AKT mTOR and ERK p38 MAPK-Dependent Signaling in Human Prostate Cancer Cells
../abc\MTOR\31527477_page5_424_0.jpg,MicroRNA-495-3pinhibits multidrug resistance by modulating autophagy through GRP78 mTOR axis in gastric cancer
../abc\MTOR\31871778_page1_75_0.jpg,Many downstream receptors of the RAS pathways including RAF MEK and mTOR have been studied as potentialtargets in NSCLC in multiple clinical trials
../abc\MTOR\31871778_page1_75_0.jpg,Upstream and downstream of mTOR
../abc\MTOR\31871778_page1_75_0.jpg,Targeting PI3K AKT mTOR pathway in non small cell lung cancer
../abc\MTOR\31920650_page3_84_0.jpg,Long non-coding RNA UCA1 induces non-T790M acquired resistance to EGFR-TKIs byactivating the AKT mTOR pathway in EGFR-mutant non-small cell lungcancer
../abc\MTOR\31988639_page10_712_0.jpg,PI3K Akt mTOR signaling pathway and non-small cell lung cancer
../abc\MTOR\31988639_page10_712_0.jpg,Pathogen signatures activate a ubiquitination pathway that modulates the function of the metaboliccheckpoint kinase mTOR
../abc\MTOR\31988639_page10_712_0.jpg,FBXW7 targets mTOR for degradation andcooperates with PTEN in tumor suppression
../abc\MTOR\31988639_page10_712_0.jpg,Parkin ubiquitinates mTOR to regulate mTORC1 activityunder mitochondrial stress
../abc\MTOR\31988639_page10_712_1.jpg,PI3K Akt mTOR signaling pathway and non-small cell lung cancer
../abc\MTOR\31988639_page10_712_1.jpg,Pathogen signatures activate a ubiquitination pathway that modulates the function of the metaboliccheckpoint kinase mTOR
../abc\MTOR\31988639_page10_712_1.jpg,FBXW7 targets mTOR for degradation andcooperates with PTEN in tumor suppression
../abc\MTOR\31988639_page10_712_1.jpg,Parkin ubiquitinates mTOR to regulate mTORC1 activityunder mitochondrial stress
../abc\MTOR\31988639_page10_712_2.jpg,PI3K Akt mTOR signaling pathway and non-small cell lung cancer
../abc\MTOR\31988639_page10_712_2.jpg,Pathogen signatures activate a ubiquitination pathway that modulates the function of the metaboliccheckpoint kinase mTOR
../abc\MTOR\31988639_page10_712_2.jpg,FBXW7 targets mTOR for degradation andcooperates with PTEN in tumor suppression
../abc\MTOR\31988639_page10_712_2.jpg,Parkin ubiquitinates mTOR to regulate mTORC1 activityunder mitochondrial stress
../abc\MTOR\31988639_page10_712_3.jpg,PI3K Akt mTOR signaling pathway and non-small cell lung cancer
../abc\MTOR\31988639_page10_712_3.jpg,Pathogen signatures activate a ubiquitination pathway that modulates the function of the metaboliccheckpoint kinase mTOR
../abc\MTOR\31988639_page10_712_3.jpg,FBXW7 targets mTOR for degradation andcooperates with PTEN in tumor suppression
../abc\MTOR\31988639_page10_712_3.jpg,Parkin ubiquitinates mTOR to regulate mTORC1 activityunder mitochondrial stress
../abc\MTOR\32549388_page2_94_0.jpg,Some miRNAs can promote TKI resistance via activating the PI3K AKT mTOR signaling pathways
../abc\MTOR\32560574_page2_100_0.jpg,described a promising combinatorial strategy using mTOR insulin-like growth factor 1 receptor IGF1R and MEK inhibitors to treat lung tumors bearing KRASallelic substitutions [127]
../abc\MTOR\32560574_page2_100_0.jpg,Phase I trial of MEK 1 2 inhibitor pimasertib combined with mTOR inhibitor temsirolimus in patients withadvanced solid tumors
../abc\MTOR\32560574_page2_100_0.jpg,A phase Ib dose-escalation and expansion study of the oral MEK inhibitor pimasertib andPI3K MTOR inhibitor voxtalisib in patients with advanced solid tumours
../abc\MTOR\32560574_page2_100_0.jpg,mTOR mediates a mechanism of resistance to chemotherapy and deﬁnes a rational combinationstrategy to treat KRAS-mutant lung cancer
../abc\MTOR\32666476_page5_83_0.jpg,Allosteric modulation of Ras and the PI3K AKT mTOR pathway: emerging therapeutic opportunities
../abc\MTOR\33114576_page2_246_0.jpg,PI3K Akt mTOR pathway inhibition after progression on PD-1 PD-L1 blockade may overcomeacquired resistance to ICIs secondary to PI3K Akt mTOR upregulation
../abc\MTOR\33114576_page2_246_0.jpg,Trials of combination therapies of PI3K Akt mTOR inhibitors with immunecheckpoint inhibitors are currently ongoing Table 1
../abc\MTOR\33114576_page2_246_0.jpg,The role of mTOR in neuroendocrine tumors: Future cornerstone of a winning strategy? Int
../abc\MTOR\33572782_page2_107_0.jpg,mTOR in Lung Neoplasms
../abc\MTOR\33572782_page2_107_0.jpg,AMPK and mTOR regulate autophagy through direct phosphorylation of Ulk1
../abc\PI3K\23885909_page5_123_0.jpg,Lapatinib a SMKI promotes apoptosis by inhibiting activation of EGFR andHER-2 and the downstream pathways PI3K AKT mTORand RAS RAF MAPK 45
../abc\PI3K\25505733_page1_4_0.jpg,The PI3K pathway as drug targetin human cancer
../abc\PI3K\25557115_page0_125_0.jpg,NSCLC non-small cell lung cancer; GEF guanine nucleotide exchange factor; GAP GTPase-activating proteins; RTK recep-tor tyrosine kinase; PI3K phosphatidylinositol 3-kinase
../abc\PI3K\26579470_page1_13_0.jpg,The PIK3CA gene encoding a catalytic subunit of the PI3K is mutated or ampliﬁed in various neoplasias including lungcancer
../abc\PI3K\26579470_page1_13_0.jpg,EMT may be induced bythe activation of AXL via the PI3K AKT pathway
../abc\PI3K\26579470_page1_13_0.jpg,K-RAS mutant pancreatic tumors show higher sensitivity to MEKthan to PI3K inhibition in vivo
../abc\PI3K\26579470_page2_41_0.jpg,The PIK3CA gene encoding a catalytic subunit of the PI3K is mutated or ampliﬁed in various neoplasias including lungcancer
../abc\PI3K\26579470_page2_41_0.jpg,EMT may be induced bythe activation of AXL via the PI3K AKT pathway
../abc\PI3K\26579470_page2_41_0.jpg,K-RAS mutant pancreatic tumors show higher sensitivity to MEKthan to PI3K inhibition in vivo
../abc\PI3K\26579470_page3_62_0.jpg,The PIK3CA gene encoding a catalytic subunit of the PI3K is mutated or ampliﬁed in various neoplasias including lungcancer
../abc\PI3K\26579470_page3_62_0.jpg,EMT may be induced bythe activation of AXL via the PI3K AKT pathway
../abc\PI3K\26579470_page3_62_0.jpg,K-RAS mutant pancreatic tumors show higher sensitivity to MEKthan to PI3K inhibition in vivo
../abc\PI3K\26579470_page6_135_0.jpg,The PIK3CA gene encoding a catalytic subunit of the PI3K is mutated or ampliﬁed in various neoplasias including lungcancer
../abc\PI3K\26579470_page6_135_0.jpg,EMT may be induced bythe activation of AXL via the PI3K AKT pathway
../abc\PI3K\26579470_page6_135_0.jpg,K-RAS mutant pancreatic tumors show higher sensitivity to MEKthan to PI3K inhibition in vivo
../abc\PI3K\26579470_page7_156_0.jpg,The PIK3CA gene encoding a catalytic subunit of the PI3K is mutated or ampliﬁed in various neoplasias including lungcancer
../abc\PI3K\26579470_page7_156_0.jpg,EMT may be induced bythe activation of AXL via the PI3K AKT pathway
../abc\PI3K\26579470_page7_156_0.jpg,K-RAS mutant pancreatic tumors show higher sensitivity to MEKthan to PI3K inhibition in vivo
../abc\PI3K\26675306_page3_47_0.jpg,Maity PI3K AKT mTOR pathway in angiogenesis Front
../abc\PI3K\26675306_page3_47_0.jpg,Targeting aberrant PI3K Akt activation by PI103 restores sensitivityto TRAIL-induced apoptosis in neuroblastoma Clin
../abc\PI3K\26675306_page3_47_0.jpg,Effects of small molecule inhibitors of PI3K Akt mTOR signal-ing on neuroblastoma growth in vitro and in vivo Int
../abc\PI3K\26675306_page3_47_0.jpg,The dual PI3K mTOR inhibitor NVP-BEZ235 and chloroquinesynergize to trigger apoptosis via mitochondrial-lysosomal cross-talk Int
../abc\PI3K\26675306_page3_47_0.jpg,Interfering with resistance to smoothened antagonists by inhi-bition of the PI3K pathway in medulloblastoma Sci
../abc\PI3K\26922479_page5_250_0.jpg,Targeting PI3K signalling in cancer: opportunities challengesand limitations
../abc\PI3K\26922479_page5_250_0.jpg,Curcumin a dietary component has anticancer chemosensitization and radiosensitization effects by down-regulating the MDM2 oncogene through the PI3K mTOR ETS2 pathway
../abc\PI3K\28208579_page7_414_0.jpg,Differential induction of apoptosis in HER2 and EGFR addicted cancersfollowing PI3K inhibition
../abc\PI3K\28208579_page7_414_0.jpg,Blockage of Stat3 enhances the sensitivity of NSCLC cells to PI3K mTOR inhibition
../abc\PI3K\28208579_page7_414_0.jpg,Dual Inhibition of PI3K Akt mTOR Pathway andRole of Autophagy in Non-Small Cell Lung Cancer Cells
../abc\PI3K\28208579_page7_414_0.jpg,Platycodin-D Induced Autophagyin Non-Small Cell Lung Cancer Cells via PI3K Akt mTOR and MAPK Signaling Pathways
../abc\PI3K\28443282_page1_4_0.jpg,Similar to the MATCH study patients with advanced cancers including NSCLC refractory to standard therapy will undergo a fresh biopsy to identify mutations in one of three path-ways—MAPK PI3K or DNA repair
../abc\PI3K\28443282_page1_4_0.jpg,Phosphoinositide 3-kinase PI3K pathway alterations are associated with histologic subtypes and are predictive of sensitivity to PI3K inhibitors in lung cancer preclinical models
../abc\PI3K\28443282_page1_4_0.jpg,Safety and efficacy of buparlisib BKM120 in patients with PI3K pathway-activated non-small cell lung cancer: results from the phase II BASALT-1 study
../abc\PI3K\29734788_page14_234_0.jpg,In another study YAP has been shown to activate AXL tyrosine kinasewhich induces PI3K AKT signaling providing a parallel survival input in the presence of EGFRinhibitors [215 218]
../abc\PI3K\29734788_page6_128_0.jpg,In another study YAP has been shown to activate AXL tyrosine kinasewhich induces PI3K AKT signaling providing a parallel survival input in the presence of EGFRinhibitors [215 218]
../abc\PI3K\29973561_page2_202_0.jpg,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition
../abc\PI3K\29973561_page2_202_0.jpg,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition
../abc\PI3K\29973561_page2_202_0.jpg,Signaling intermediates MAPK and PI3K as therapeutic targets innsclc
../abc\PI3K\29973561_page4_305_0.jpg,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition
../abc\PI3K\29973561_page4_305_0.jpg,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition
../abc\PI3K\29973561_page4_305_0.jpg,Signaling intermediates MAPK and PI3K as therapeutic targets innsclc
../abc\PI3K\29973561_page9_473_0.jpg,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition
../abc\PI3K\29973561_page9_473_0.jpg,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition
../abc\PI3K\29973561_page9_473_0.jpg,Signaling intermediates MAPK and PI3K as therapeutic targets innsclc
../abc\PI3K\31366041_page3_297_0.jpg,"Ras ERK, PI3K Akt and JAK STAT pathways that cumulatively resultin increased proliferation and reduced apoptosis of transformed cells [145]"
../abc\PI3K\31366041_page3_297_0.jpg,Involvement of PI3K Akt pathway in cell cycle progression apoptosis and neoplastic transformation: Atarget for cancer chemotherapy
../abc\PI3K\31404976_page2_190_0.jpg,Targeting the PI3K pathway in cancer: Are we making headway?Nat
../abc\PI3K\31404976_page2_190_0.jpg,MicroRNA-146b promotes PI3K AKT pathwayhyperactivation and thyroid cancer progression by targeting PTEN
../abc\PI3K\31404976_page2_190_0.jpg,MicroRNA-374b accelerates the development oflung cancer through downregulating PTEN expression via activating PI3K Akt pathway
../abc\PI3K\31404976_page2_190_0.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PI3K\31404976_page2_190_0.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
../abc\PI3K\31404976_page2_190_0.jpg,Alterations ofINPP4B PIK3CA and pAkt of the PI3K pathway are associated with squamous cell carcinoma of the lung
../abc\PI3K\31404976_page2_190_0.jpg,Phosphoinositide 3-kinase PI3K pathway alterations are associated withhistologic subtypes and are predictive of sensitivity to PI3K inhibitors in lung cancer preclinical models
../abc\PI3K\31404976_page2_190_1.jpg,Targeting the PI3K pathway in cancer: Are we making headway?Nat
../abc\PI3K\31404976_page2_190_1.jpg,MicroRNA-146b promotes PI3K AKT pathwayhyperactivation and thyroid cancer progression by targeting PTEN
../abc\PI3K\31404976_page2_190_1.jpg,MicroRNA-374b accelerates the development oflung cancer through downregulating PTEN expression via activating PI3K Akt pathway
../abc\PI3K\31404976_page2_190_1.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PI3K\31404976_page2_190_1.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
../abc\PI3K\31404976_page2_190_1.jpg,Alterations ofINPP4B PIK3CA and pAkt of the PI3K pathway are associated with squamous cell carcinoma of the lung
../abc\PI3K\31404976_page2_190_1.jpg,Phosphoinositide 3-kinase PI3K pathway alterations are associated withhistologic subtypes and are predictive of sensitivity to PI3K inhibitors in lung cancer preclinical models
../abc\PI3K\31527477_page3_324_0.jpg,MiR-30a-5p Overexpression May OvercomeEGFR-Inhibitor Resistance through Regulating PI3K AKT Signaling Pathway in Non-small Cell Lung CancerCell Lines
../abc\PI3K\31527477_page3_324_0.jpg,Inhibition of miR-23a increases the sensitivity of lungcancer stem cells to erlotinib through PTEN PI3K Akt pathway
../abc\PI3K\31527477_page3_324_1.jpg,MiR-30a-5p Overexpression May OvercomeEGFR-Inhibitor Resistance through Regulating PI3K AKT Signaling Pathway in Non-small Cell Lung CancerCell Lines
../abc\PI3K\31527477_page3_324_1.jpg,Inhibition of miR-23a increases the sensitivity of lungcancer stem cells to erlotinib through PTEN PI3K Akt pathway
../abc\PI3K\31527477_page5_424_0.jpg,MiR-30a-5p Overexpression May OvercomeEGFR-Inhibitor Resistance through Regulating PI3K AKT Signaling Pathway in Non-small Cell Lung CancerCell Lines
../abc\PI3K\31527477_page5_424_0.jpg,Inhibition of miR-23a increases the sensitivity of lungcancer stem cells to erlotinib through PTEN PI3K Akt pathway
../abc\PI3K\31527477_page7_566_0.jpg,MiR-30a-5p Overexpression May OvercomeEGFR-Inhibitor Resistance through Regulating PI3K AKT Signaling Pathway in Non-small Cell Lung CancerCell Lines
../abc\PI3K\31527477_page7_566_0.jpg,Inhibition of miR-23a increases the sensitivity of lungcancer stem cells to erlotinib through PTEN PI3K Akt pathway
../abc\PI3K\31871778_page1_75_0.jpg,MiR-93 promotes tumorigenesis and metastasis ofnon-small cell lung cancer cells by activating the PI3K Akt pathway via Inhibi-tion of LKB1 PTEN CDKN1A
../abc\PI3K\31871778_page1_75_0.jpg,miRNA-223 is an anticancer gene in human non-small cell lungcancer through the PI3K AKT pathway by targeting EGFR
../abc\PI3K\31871778_page1_75_0.jpg,Targeting PI3K AKT mTOR pathway in non small cell lung cancer
../abc\PI3K\31871778_page1_75_0.jpg,PI3K Akt signalling pathway and cancer
../abc\PI3K\31871778_page1_75_0.jpg,PTEN and PI3K AKT in non-small-cell lung cancer
../abc\PI3K\31871778_page1_75_0.jpg,Inhibition of miR-23a increases the sensitivity of lung cancer stemcells to erlotinib through PTEN PI3K Akt pathway
../abc\PI3K\32466572_page4_127_0.jpg,ROCK1promotes migration and invasion of non-small-cell lung cancer cells through the PTEN PI3K FAK pathway
../abc\PI3K\32466572_page4_127_0.jpg,YAP TAZ-Mediated Upregulation of GAB2 Leads to Increased Sensitivity to Growth Factor-InducedActivation of the PI3K Pathway
../abc\PI3K\32466572_page4_127_0.jpg,Combined inhibition of MEK and PI3K pathways overcomes acquired resistance toEGFR-TKIs in non-small-cell lung cancer
../abc\PI3K\32466572_page4_127_0.jpg,ERK and p38 MAPK Activities Determine Sensitivity to PI3K mTOR Inhibition viaRegulation of MYC and YAP
../abc\PI3K\32466572_page8_181_0.jpg,ROCK1promotes migration and invasion of non-small-cell lung cancer cells through the PTEN PI3K FAK pathway
../abc\PI3K\32466572_page8_181_0.jpg,YAP TAZ-Mediated Upregulation of GAB2 Leads to Increased Sensitivity to Growth Factor-InducedActivation of the PI3K Pathway
../abc\PI3K\32466572_page8_181_0.jpg,Combined inhibition of MEK and PI3K pathways overcomes acquired resistance toEGFR-TKIs in non-small-cell lung cancer
../abc\PI3K\32466572_page8_181_0.jpg,ERK and p38 MAPK Activities Determine Sensitivity to PI3K mTOR Inhibition viaRegulation of MYC and YAP
../abc\PI3K\32549388_page2_94_0.jpg,Some miRNAs can promote TKI resistancevia activating the PI3K AKT mTOR signaling pathways
../abc\PI3K\32549388_page2_94_0.jpg,Some miRNAs can promote TKI resistance via activating the PI3K AKT mTOR signaling pathways
