image,caption 
../abc\PTEN\31404976_page2_190_4.jpg,In another study while decreased expression of PTEN was observed similarly in SQLCand LUAD total loss of PTEN was more common in SQLC 21% 9 43 than LUAD 4% 2 56
../abc\PTEN\31404976_page2_190_4.jpg,Also PTEN loss was associated with SQLC
../abc\PTEN\31404976_page2_190_4.jpg,In vitro NSCLC models harboring PTEN loss were sensitive toPI3K inhibition [77]
../abc\PTEN\31404976_page2_190_4.jpg,PTEN expression was reported totally absent in 41
../abc\PTEN\31404976_page2_190_4.jpg,However PTEN loss was correlated with shorter disease-free survival DFS only in LUAD patients
../abc\PTEN\31404976_page2_190_4.jpg,6% 7 124 showed PTEN deletionand all were PTEN negative by IHC
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly PTEN loss in never smokers was detected only in26% but without signiﬁcant diﬀerence from smokers [78]
../abc\PTEN\31404976_page2_190_4.jpg,High prevalence of PTEN expression losswas demonstrated also in a cohort of 102 NSCLC cases
../abc\PTEN\31404976_page2_190_4.jpg,PTEN negative by IHC was 46
../abc\PTEN\31404976_page2_190_4.jpg,The ﬁndings also suggested anegative correlation between p-AktS473 and PTEN and poor survival for p-AktS473 positive PTENnegative [80]
../abc\PTEN\31404976_page2_190_4.jpg,IHC analysis of more than 1000 patients in two cohorts of predominantly early stageNSCLC cases LUAD and SQLC  performed in independent laboratories conﬁrmed that cytoplasmicPI3Kβ overexpression and PTEN low or negative expression were signiﬁcantly more prevalent inSQLC than LUAD
../abc\PTEN\31404976_page2_190_4.jpg,Moreover the SQLC subtype was found to be more frequently correlated withsimultaneous PI3Kβ overexpression and inverse expression of PTEN than LUAD patients
../abc\PTEN\31404976_page2_190_4.jpg,500 NSCLCpatients concluded that decreased PTEN expression detected by IHC was associated with shorteroverall survival OS  DFS and PFS [86]
../abc\PTEN\31404976_page2_190_4.jpg,Additionally other mechanisms which have been associated with EGFR TKIsresistance in NSCLC patients involve PTEN loss and the activation of PI3K mTOR signaling [92]
../abc\PTEN\31404976_page2_190_4.jpg,Shortlyafter another study reconﬁrmed the advent of EGFR TKI resistance in the absence of PTEN expression
../abc\PTEN\31404976_page2_190_4.jpg,Geﬁtinib-resistant NSCLC in vitro models showed a signiﬁcant decrease in PTEN expression followedby upregulation of Akt phosphorylation compared to the sensitive parental cells
../abc\PTEN\31404976_page2_190_4.jpg,Reduced nuclearlocalization of EGR1 a transcription factor regulating PTEN in resistant cells might represent amechanism leading to the downregulation of PTEN expression
../abc\PTEN\31404976_page2_190_4.jpg,Moreover genetic silencing of PTENin cell lines conferred resistance to geﬁtinib supporting the notion that PTEN expression is associatedwith EGFR TKI sensitivity [93]
../abc\PTEN\31404976_page2_190_4.jpg,After resection of the right lobe the tissue wassubjected to mutation analysis which revealed a PTEN mutation but no EGFR mutations [94]
../abc\PTEN\31404976_page2_190_4.jpg,Genetic deletion of PTEN diminished this sensitivity
../abc\PTEN\31404976_page2_190_4.jpg,Treatment of in vitro PTEN-deﬁcientEGFR-mutant NSCLC models with PPARγ agonists rosiglitazone pioglitazone in presence of geﬁtinibproduced a strong synergism and induced PTEN protein expression and autophagy mitigating TKIresistance in NSCLC increasing the anticancer eﬀect
../abc\PTEN\31404976_page2_190_4.jpg,NEDD4 is a E3 ubiquitin ligase that promotes ubiquitin-mediated proteasomal degradation of PTENand was moderately and strongly expressed in 26 103 and 56 103 in NSCLC samples respectively correlating signiﬁcantly with PTEN low protein levels [97 98]
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly onlyconcomitant NEDD4 genetic deletion and PTEN transfection in the PTEN-deﬁcient H1640 resistantcells managed to increase signiﬁcantly the resistance to erlotinib indicating that NEDD4-mediatedresistance mechanism relies on PTEN presence and subsequent degradation [99]
../abc\PTEN\31404976_page2_190_4.jpg,previously methylation of the PTEN promoter could be found in EGFR TKIs resistant cell lines
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly treatment of these cell lines with demethylating agents could restore PTEN levelsand consequently sensitivity to TKIs suggesting that epigenetic modulators could be considered astreatment options [100]
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly in a study where 169 NSCLC patients harbored EGFR-sensitivemutations those that had concurrent PTEN deletion showed a more dismal PFS and OS compared tothose with intact PTEN
../abc\PTEN\31404976_page2_190_4.jpg,In addition PTEN deletion and low PTEN protein expression are strong andindependent predictors of worse PFS in EGFR-TKI treated NSCLC patients [101]
../abc\PTEN\31404976_page2_190_4.jpg,Moreover high PTENexpression seems to contribute to prolonged survival in geﬁtinib-treated NSCLC patients while EGFRmutant patients with concomitant elevated PTEN expression showed the longest survival compared toother subgroups [102]
../abc\PTEN\31404976_page2_190_4.jpg,PTEN appears to participate inthe circuit of PI3K and MAPK signaling pathways that cooperate for the interest of cell survival andproliferation
../abc\PTEN\31404976_page2_190_4.jpg,PTEN assessment in a set of lung cancer cell lines resulted in variable outcomes amongthem
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly a targeted combination of everolimus with trametinib a MEK inhibitor produceda synergistic eﬀect in a large panel of cell lines lacking PTEN expression including cells of other originbesides lung cancer while PTEN competent cell lines exhibited either a slight additive or antagonisticeﬀect
../abc\PTEN\31404976_page2_190_4.jpg,PTEN Role in Tumor Microenvironment and Immunotherapy Sensitivity
../abc\PTEN\31404976_page2_190_4.jpg,Tregs speciﬁc deletion of PTEN in vivo disturbed the immunotoleranceinducing spontaneous inﬂammatory conditions
../abc\PTEN\31404976_page2_190_4.jpg,PTEN is required for the stability of Tregs controllingtranscription and metabolic events silencing mTOR complex 2 mTORC2 axis [106]
../abc\PTEN\31404976_page2_190_4.jpg,Moreover concomitant administration of chemotherapy and VO-OHpic a PTEN inhibitor exerted a synergistic eﬀect reducing LLC tumor size
../abc\PTEN\31404976_page2_190_4.jpg,From atechnical perspective PTEN basal expression in stromal cells can be utilized as a control marker oftissue quality and according to the acceptable expression levels tissues can be analyzed with for PD-L1or rejected
../abc\PTEN\31404976_page2_190_4.jpg,While exclusion of poor-quality samples is critical before biomarker analysis the criteriafor selecting PTEN as a tissue quality marker should be explored deeper [108]
../abc\PTEN\31404976_page2_190_4.jpg,IFN-γ-mediatedanti-oncogenic functions are well demonstrated in cancer including in lung cancer and exogenousadministration has been used to treat diﬀerent malignancies and PTEN appears to play a role alsoin the IFN-γ impact
../abc\PTEN\31404976_page2_190_4.jpg,While PTEN competent A549 cell respond to IFN-γ genetic deletion of PTENin them but also PTEN-deﬁcient PC14PE6 AS2 cells failed to respond
../abc\PTEN\31404976_page2_190_4.jpg,PTEN hamartoma tumor syndrome PHTS individuals harborgermline PTEN mutations and characterized by an increased predisposition for benign and malignanttumorigenesis
../abc\PTEN\31404976_page2_190_4.jpg,As expected inactive PTEN results in a higher activity of PI3K mTOR Akt pathway
../abc\PTEN\31404976_page2_190_4.jpg,In the pursuit of identifyingreliable predictive biomarkers glioblastoma patients who did not respond to anti-PD-1 therapy wereanalyzed and reported to be signiﬁcantly enriched in PTEN mutations especially loss-of-functionmutations within the C2 domain leading to the establishment of a immunosuppressive context andan upregulated PI3K mTOR pathway activity as was showed in non-responders patients with PTENmutations [111]
../abc\PTEN\31404976_page2_190_4.jpg,Immunotherapy resistance mediated by PTEN loss is also conﬁrmed in metastaticuterine leiomyosarcoma and melanoma [112 113]
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly immunosuppressive cytokines such asVEGF have been reported overexpressed in PTEN negative tumors
../abc\PTEN\31404976_page2_190_4.jpg,Interestingly a metastatic NSCLC case with PTEN mutation 80% PD-L1 expressionand high tumor mutational load showed a durable response to temsirolimus mTORC1 inhibitor  whereas treatment with anti-PD-1 antibodies induced rapid progression
../abc\PTEN\31404976_page2_190_4.jpg,These ﬁndings demandfurther investigation for exploring the potential superior biological impact of PTEN mutations overimmunotherapy sensitizing mechanisms and or the PTEN-mediated resistance to immunotherapydespite candidate immunologic predictive markers [115]
../abc\PTEN\31404976_page2_190_4.jpg,PTEN is a powerful tumor suppressor gene that counteracts several oncogenic stimuli and ithas been demonstrated that even partial PTEN protein loss could initiate carcinogenesis
../abc\PTEN\31404976_page2_190_4.jpg,While themost critical duty of PTEN is the negative regulation of the PI3K mTOR Akt oncogenic pathway thusinhibiting uncontrolled cell survival growth and migration further crucial antioncogenic functionshave been attributed to PTEN
../abc\PTEN\31404976_page2_190_4.jpg,Intriguingly large cohort studies analyzing human lung cancersamples showed decreased and complete loss of PTEN expression for 40% of cases approximately
../abc\PTEN\31404976_page2_190_4.jpg,However genetic alterations of PTEN mutations deletion in lung cancer do not match the protein lossprevalence and therefore non-genomic mechanisms regulating PTEN expression should exist
../abc\PTEN\31404976_page2_190_4.jpg,Eﬀorts to modulate PTEN levels were reinforced further bythe ﬁndings which associate PTEN mutations with resistance to TKI and recently to immunotherapy
../abc\PTEN\31404976_page2_190_4.jpg,Given the intricate multilevel regulation of PTEN a global assessment of PTEN status in a retrospectiveand perspective manner could identify initially harboring or post treatment arising genetic proteinalterations leading to the identiﬁcation of a PTEN signature with predictive and or prognostic value
../abc\PTEN\31404976_page2_190_4.jpg,PTEN protein levels have been evaluated by IHC in numerous studies within large cohorts andvaluable information regarding histology and prognosis was extracted
../abc\PTEN\31404976_page2_190_4.jpg,For the time being PTEN isevaluated in clinic by IHC an indispensable diagnostic tool and the most appropriate and cost-eﬀectivemethod for estimating PTEN protein expression on lung cancer tissue
../abc\PTEN\31404976_page2_190_4.jpg,Evaluationby independent pathologists proper handling and preparation of the tissue but also PTEN antibodyvalidation in PTEN-null genetic models could ameliorate potential bias
../abc\PTEN\31404976_page2_190_4.jpg,However ﬁrst rate discoveries regarding PTEN structure and themechanisms controlling its activation together with the advent of pioneer technology will accelerate
../abc\PTEN\31404976_page2_190_4.jpg,the elucidation of PTEN function and regulation potentially leading to more clinically meaningfultherapeutic approaches for lung cancer patients
../abc\PTEN\31404976_page2_190_4.jpg,PTEN a putative protein tyrosine phosphatase gene mutated in human brain breast and prostatecancer
../abc\PTEN\31404976_page2_190_4.jpg,Subtle variations in Pten dose determine cancer susceptibility
../abc\PTEN\31404976_page2_190_4.jpg,Reduction of Pten dose leads to neoplastic development inmultiple organs of Pten shRNA mice
../abc\PTEN\31404976_page2_190_4.jpg,Essential role for nuclear PTEN inmaintaining chromosomal integrity
../abc\PTEN\31404976_page2_190_4.jpg,Cancer-associated PTEN mutants act in a dominant-negative manner to suppress PTENprotein function
../abc\PTEN\31404976_page2_190_4.jpg,A phosphorylation-dependentintramolecular interaction regulates the membrane association and activity of the tumor suppressor PTEN
../abc\PTEN\31404976_page2_190_4.jpg,The tumor suppressor PTEN is exportedin exosomes and has phosphatase activity in recipient cells
../abc\PTEN\31404976_page2_190_4.jpg,A secreted PTEN phosphatase that enters cells to alter signaling and survival
../abc\PTEN\31404976_page2_190_4.jpg,A uniﬁed nomenclature and amino acid numbering for human PTEN
../abc\PTEN\31404976_page2_190_4.jpg,Stem cellfactor SALL4 represses the transcriptions of PTEN and SALL1 through an epigenetic repressor complex
../abc\PTEN\31404976_page2_190_4.jpg,PTEN promoter is methylated in aproportion of invasive breast cancers
../abc\PTEN\31404976_page2_190_4.jpg,Epigenetic silencing of the PTEN gene in melanoma
../abc\PTEN\31404976_page2_190_4.jpg,Lackof PTEN expression in non-small cell lung cancer could be related to promoter methylation
../abc\PTEN\31404976_page2_190_4.jpg,PTEN expressionin non-small-cell lung cancer: Evaluating its relation to tumor characteristics allelic loss and epigeneticalteration
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-524 promotes cell proliferation bydown-regulating PTEN expression in osteosarcoma
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-146b promotes PI3K AKT pathwayhyperactivation and thyroid cancer progression by targeting PTEN
../abc\PTEN\31404976_page2_190_4.jpg,miR-205 promotes the growth metastasis and chemoresistance of NSCLC cellsby targeting PTEN
../abc\PTEN\31404976_page2_190_4.jpg,Upregulation of Long Noncoding RNA GAS5 Inhibits Lung Cancer CellProliferation and Metastasis via miR-205 PTEN Axis
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-21 miR-21 expression promotes growth metastasis andchemo- or radioresistance in non-small cell lung cancer cells by targeting PTEN
../abc\PTEN\31404976_page2_190_4.jpg,miRNA328 overexpression confers cisplatin resistance in nonsmall celllung cancer via targeting of PTEN
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-130b targets PTEN toinduce resistance to cisplatin in lung cancer cells by activating Wnt beta-catenin pathway
../abc\PTEN\31404976_page2_190_4.jpg,PTEN inactivationinduces epithelial-mesenchymal transition and metastasis by intranuclear translocation of beta-catenin andsnail slug in non-small cell lung carcinoma cells
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-29battenuates non-small cell lung cancer metastasis by targeting matrix metalloproteinase 2 and PTEN
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-92a promotes growth metastasis andchemoresistance in non-small cell lung cancer cells by targeting PTEN
../abc\PTEN\31404976_page2_190_4.jpg,MiR-183-5p is requiredfor non-small cell lung cancer progression by repressing PTEN
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-374b accelerates the development oflung cancer through downregulating PTEN expression via activating PI3K Akt pathway
../abc\PTEN\31871778_page1_75_0.jpg,10 Studies have shown that PIK3CA mutations occur inapproximately 4% of NSCLC tumors expressing PTEN protein which inhibits the PI3K AKT mTOR pathways
../abc\PTEN\31871778_page1_75_0.jpg,"17 18 Loss of the PTEN gene the proteinproduct of which functions downstream of the PI3K AKT mTORpathway, has been shown to play an important role in erlotiniband geﬁtinib resistance in EGFR-mutated NSCLC"
../abc\PTEN\31871778_page1_75_0.jpg,Wang C andcolleagues demonstrated that miRNA‑328 overexpression con-ferred cisplatin resistance to A549 cells via PTEN
../abc\PTEN\31871778_page1_75_0.jpg,20 Interestingly an miRNA‑328 inhibitor upregulated the expression of PTEN andrestored the sensitivity to cisplatin in NSCLC cells
../abc\PTEN\31871778_page1_75_0.jpg,21 Knockdown of miR-21by inhibiting the PTEN PI3K AKT pathways increased the sensitiv-ity to geﬁtinib in vitro and in vivo
../abc\PTEN\31871778_page1_75_0.jpg,21 Han and colleaguesdemonstrated that miR-23a served as an inhibitor of PTEN in thePC9 NSCLC cell line
../abc\PTEN\31871778_page1_75_0.jpg,Mechan-isms of resistance were also observed in the alternate pathways such as EGFR ampliﬁcation hepatocyte growth factor HGF overexpression FGF2-FGFR1 loop mutations 86 MET ampliﬁca-tion PIK3CA mutations E545K and E542K  PTEN loss KRASmutations NRAS mutations BRAF mutations MAPK1 AKT3 over-expression 87 HER2 ampliﬁcation 88 IGF1R activation fusionevents 89 and RB1 p53 loss associated with the histologic switchto small-cell cancer
../abc\PTEN\31871778_page1_75_0.jpg,MiR-93 promotes tumorigenesis and metastasis ofnon-small cell lung cancer cells by activating the PI3K Akt pathway via Inhibi-tion of LKB1 PTEN CDKN1A
../abc\PTEN\31871778_page1_75_0.jpg,PTEN and PI3K AKT in non-small-cell lung cancer
../abc\PTEN\31871778_page1_75_0.jpg,miRNA328 overexpression confers cis-platin resistance in nonsmall cell lung cancer via targeting of PTEN
../abc\PTEN\31920650_page1_28_0.jpg,LncRNA GAS5 is downregulated in NSCLC cells andimproves the sensitivity of NSCLC to DDP lung cancer cellsvia miR-21 PTEN axis Cao et al
../abc\PTEN\31920650_page1_28_0.jpg,PTEN is regarded astumor suppressive regulator in NSCLC and closely associatedwith DDP resistance Yang et al
../abc\PTEN\31920650_page1_28_0.jpg,LncRNA TP53TG1 can enhance the sensitivity of NSCLC toDDP via miR-18a PTEN axis Xiao et al
../abc\PTEN\31920650_page1_28_0.jpg,3 contributes to resistance ofNSCLC to DDP via miR-19a PTEN axis Xing et al
../abc\PTEN\31920650_page1_28_0.jpg,GAS5 knockdownreduces the chemo-sensitivity of non-small cell lung cancer NSCLC cell tocisplatin DDP through regulating miR-21 PTEN axis
../abc\PTEN\31920650_page1_28_0.jpg,TP53TG1enhances cisplatin sensitivity of non-small cell lung cancer cells through regulatingmiR-18a PTEN axis
../abc\PTEN\31920650_page1_28_0.jpg,3 and microRNA-19a is involved in the development ofchemoresistance to cisplatin via modulating signaling pathway of PTEN AKT
../abc\PTEN\31988639_page5_537_0.jpg,Loss of PTEN expression is commonin lung adenocarcinoma
../abc\PTEN\31988639_page5_537_0.jpg,Mono-ubiquitination and poly-ubiquitination of PTEN can be in-duced by NEDD4–1 WWP2 XIAP orCHIP and deubiquitinated by USP7or USP13 leading to its nuclear ex-clusion
../abc\PTEN\31988639_page5_537_0.jpg,Phosphoryl-ation of PTEN at Tyr-336 protects it
../abc\PTEN\31988639_page5_537_0.jpg,Meanwhile NEDD4–1 can regulate Ras-GDP level of all three forms and subsequentlydrives PTEN degradation leading to tumor processes [76] Fig
../abc\PTEN\31988639_page5_537_0.jpg,Upon EGF or other growth factors stimulation activated Ras- GTP enhances the transcripts of NEDD4–1 which promotes the ubiquitination on all three forms of Ras-GTP and PTEN for the proteasome degradation to accelerate the downstream signaling activation
../abc\PTEN\31988639_page5_537_0.jpg,"PI3K-AKT-mTOR pathway activation can be mediated by spe-cific aberrations in PIK3CA PIK3R1 AKT LKB1 TSC1 2, EGFR or PTEN [112]"
../abc\PTEN\31988639_page5_537_0.jpg,The inactivation of PTEN and RAS also can stimulate AKT activation and excessiveactivation of AKT was suggested to be a poor prognostic factor for early stage NSCLCpatients [61]
../abc\PTEN\31988639_page5_537_0.jpg,PTEN has always been targeted by the ubiquitin system
../abc\PTEN\31988639_page5_537_0.jpg,PTEN as a famous tumor suppressor directly dephosphorylates phosphoinositides toantagonize the PI3K-AKT PKB signaling pathway and thereby modulates protein syn-thesis cell cycle and cell survival [134 135]
../abc\PTEN\31988639_page5_537_0.jpg,PTEN attenuates PI3K signaling by directlybinding pleckstrin homology domains of specific signaling proteins to dephosphorylatePIP3 to PIP2 [136 137]
../abc\PTEN\31988639_page5_537_0.jpg,Loss of PTEN increases the phosphorylation of AKT and de-regulates PI3K signaling which in turn enhances cell survival [138–141]
../abc\PTEN\31988639_page5_537_0.jpg,However PTEN is not frequently targeted at the genetic level in the development of lung cancer and mutations of the PTEN gene in patients harboring NSCLC have been reported in 8to 17% [135]
../abc\PTEN\31988639_page5_537_0.jpg,On the other hand PTMs of PTEN that regulate its enzymatic activity interaction with other proteins and subcellular localization have been strongly impli-cated in the regulation of the PI3K AKT pathway [57 135 142 143]
../abc\PTEN\31988639_page5_537_0.jpg,The PTEN pro-tein level is controlled to a large extent by E3 ligase-mediated UPS degradation [55];therefore stabilizing PTEN protein level is a promising therapeutic strategy for mostcancer diseases including NSCLC
../abc\PTEN\31988639_page5_537_0.jpg,In that process activation of AKT is inhibited by PTEN through conversion of PIP3 to PIP2 to restraint the downstream events i
../abc\PTEN\31988639_page5_537_0.jpg,Ubiquitinated PTEN with poly-ub chains is usually degraded by the proteasome system while partial mono-ubiquitinated forms translocate into the nucleus to escape proteasome degradation mediated by NEDD4–1 WWP2 XIAP and CHIP E3 ligase
../abc\PTEN\31988639_page5_537_0.jpg,CHIP [55] have been reported to be responsible for PTEN turnover Fig
../abc\PTEN\31988639_page5_537_0.jpg,NEDD4–1 is over-expressed in 80% of NSCLC tumors and correlateswith the deficiency of PTEN protein [56 135 147]
../abc\PTEN\31988639_page5_537_0.jpg,In the mechanism NEDD4–1 phys-ically interacts with PTEN and leads to both mono- and poly-ubiquitination of PTENat K289 and K13 sites [57]
../abc\PTEN\31988639_page5_537_0.jpg,However mono-ubiquitination of PTEN appears to be alimited step for proteasome degradation while it is crucial for its nuclear import [57] Fig
../abc\PTEN\31988639_page5_537_0.jpg,USP7 also known as HAUSP and USP13 as specific DUBs of PTEN reverselyregulate the stability of PTEN
../abc\PTEN\31988639_page5_537_0.jpg,In acute promyelocytic leukemia the removal of either K289 or K13mono-ubiquitin from PTEN by USP7 restrains PTEN nuclear localization without af-fecting its protein level [149]
../abc\PTEN\31988639_page5_537_0.jpg,PTEN through a mechanism involving the adaptor protein DAXX death domain-associated protein [149]
../abc\PTEN\31988639_page5_537_0.jpg,USP13 functions as a tumor suppressor mainly through re-versing PTEN poly-ubiquitination and stabilizing PTEN protein levels via its deubi-quitination action [150]
../abc\PTEN\31988639_page5_537_0.jpg,More interestingly ataxin-3 as one member of the Josephin familyDUBs can enhance the transcription level of PTEN probably through stabilizing itsspecific transcriptional activators to down-regulate AKT phosphorylation and PI3Ksignaling in NSCLC [143]
../abc\PTEN\31988639_page5_537_0.jpg,The chaperone-assisted E3 ligase C terminusof Hsc70-interacting protein CHIP targets PTEN for proteasomal degradation
../abc\PTEN\31988639_page5_537_0.jpg,Ubiquitination regulates PTEN nuclear import and tumor suppression
../abc\PTEN\31988639_page5_537_0.jpg,Crucial role of the C-terminus of PTEN in antagonizing NEDD4-1-mediatedPTEN ubiquitination and degradation
../abc\PTEN\31988639_page5_537_0.jpg,PTEN lossdefines a PI3K AKT pathway-dependent germinal center subtype of diffuse large B-cell lymphoma
../abc\PTEN\31988639_page5_537_0.jpg,Oncogenicrole of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator in non-small-cell lung carcinomas
../abc\PTEN\31988639_page5_537_0.jpg,PTEN and the PI3-kinase pathway in cancer
../abc\PTEN\31988639_page5_537_0.jpg,The lipidphosphatase activity of PTEN is critical for its tumor supressor function
../abc\PTEN\31988639_page5_537_0.jpg,PI3K PTEN Akt and TSC mTOR signaling pathways ovarian dysfunction and infertility: anupdate
../abc\PTEN\31988639_page5_537_0.jpg,The PTEN PI3K AKT Pathway in vivo
../abc\PTEN\31988639_page5_537_0.jpg,Negative regulation of PKB Akt-dependent cell survival by the tumor suppressor PTEN
../abc\PTEN\31988639_page5_537_0.jpg,PTEN modulates cell cycleprogression and cell survival by regulating phosphatidylinositol 3 4 5 -trisphosphate and Akt protein kinase B signalingpathway
../abc\PTEN\31988639_page9_694_0.jpg,Loss of PTEN expression is commonin lung adenocarcinoma
../abc\PTEN\31988639_page9_694_0.jpg,Mono-ubiquitination and poly-ubiquitination of PTEN can be in-duced by NEDD4–1 WWP2 XIAP orCHIP and deubiquitinated by USP7or USP13 leading to its nuclear ex-clusion
../abc\PTEN\31988639_page9_694_0.jpg,Phosphoryl-ation of PTEN at Tyr-336 protects it
../abc\PTEN\31988639_page9_694_0.jpg,Meanwhile NEDD4–1 can regulate Ras-GDP level of all three forms and subsequentlydrives PTEN degradation leading to tumor processes [76] Fig
../abc\PTEN\31988639_page9_694_0.jpg,Upon EGF or other growth factors stimulation activated Ras- GTP enhances the transcripts of NEDD4–1 which promotes the ubiquitination on all three forms of Ras-GTP and PTEN for the proteasome degradation to accelerate the downstream signaling activation
../abc\PTEN\31988639_page9_694_0.jpg,"PI3K-AKT-mTOR pathway activation can be mediated by spe-cific aberrations in PIK3CA PIK3R1 AKT LKB1 TSC1 2, EGFR or PTEN [112]"
../abc\PTEN\31988639_page9_694_0.jpg,The inactivation of PTEN and RAS also can stimulate AKT activation and excessiveactivation of AKT was suggested to be a poor prognostic factor for early stage NSCLCpatients [61]
../abc\PTEN\31988639_page9_694_0.jpg,PTEN has always been targeted by the ubiquitin system
../abc\PTEN\31988639_page9_694_0.jpg,PTEN as a famous tumor suppressor directly dephosphorylates phosphoinositides toantagonize the PI3K-AKT PKB signaling pathway and thereby modulates protein syn-thesis cell cycle and cell survival [134 135]
../abc\PTEN\31988639_page9_694_0.jpg,PTEN attenuates PI3K signaling by directlybinding pleckstrin homology domains of specific signaling proteins to dephosphorylatePIP3 to PIP2 [136 137]
../abc\PTEN\31988639_page9_694_0.jpg,Loss of PTEN increases the phosphorylation of AKT and de-regulates PI3K signaling which in turn enhances cell survival [138–141]
../abc\PTEN\31988639_page9_694_0.jpg,However PTEN is not frequently targeted at the genetic level in the development of lung cancer and mutations of the PTEN gene in patients harboring NSCLC have been reported in 8to 17% [135]
../abc\PTEN\31988639_page9_694_0.jpg,On the other hand PTMs of PTEN that regulate its enzymatic activity interaction with other proteins and subcellular localization have been strongly impli-cated in the regulation of the PI3K AKT pathway [57 135 142 143]
../abc\PTEN\31988639_page9_694_0.jpg,The PTEN pro-tein level is controlled to a large extent by E3 ligase-mediated UPS degradation [55];therefore stabilizing PTEN protein level is a promising therapeutic strategy for mostcancer diseases including NSCLC
../abc\PTEN\31988639_page9_694_0.jpg,In that process activation of AKT is inhibited by PTEN through conversion of PIP3 to PIP2 to restraint the downstream events i
../abc\PTEN\31988639_page9_694_0.jpg,Ubiquitinated PTEN with poly-ub chains is usually degraded by the proteasome system while partial mono-ubiquitinated forms translocate into the nucleus to escape proteasome degradation mediated by NEDD4–1 WWP2 XIAP and CHIP E3 ligase
../abc\PTEN\31988639_page9_694_0.jpg,CHIP [55] have been reported to be responsible for PTEN turnover Fig
../abc\PTEN\31988639_page9_694_0.jpg,NEDD4–1 is over-expressed in 80% of NSCLC tumors and correlateswith the deficiency of PTEN protein [56 135 147]
../abc\PTEN\31988639_page9_694_0.jpg,In the mechanism NEDD4–1 phys-ically interacts with PTEN and leads to both mono- and poly-ubiquitination of PTENat K289 and K13 sites [57]
../abc\PTEN\31988639_page9_694_0.jpg,However mono-ubiquitination of PTEN appears to be alimited step for proteasome degradation while it is crucial for its nuclear import [57] Fig
../abc\PTEN\31988639_page9_694_0.jpg,USP7 also known as HAUSP and USP13 as specific DUBs of PTEN reverselyregulate the stability of PTEN
../abc\PTEN\31988639_page9_694_0.jpg,In acute promyelocytic leukemia the removal of either K289 or K13mono-ubiquitin from PTEN by USP7 restrains PTEN nuclear localization without af-fecting its protein level [149]
../abc\PTEN\31988639_page9_694_0.jpg,PTEN through a mechanism involving the adaptor protein DAXX death domain-associated protein [149]
../abc\PTEN\31988639_page9_694_0.jpg,USP13 functions as a tumor suppressor mainly through re-versing PTEN poly-ubiquitination and stabilizing PTEN protein levels via its deubi-quitination action [150]
../abc\PTEN\31988639_page9_694_0.jpg,More interestingly ataxin-3 as one member of the Josephin familyDUBs can enhance the transcription level of PTEN probably through stabilizing itsspecific transcriptional activators to down-regulate AKT phosphorylation and PI3Ksignaling in NSCLC [143]
../abc\PTEN\31988639_page9_694_0.jpg,The chaperone-assisted E3 ligase C terminusof Hsc70-interacting protein CHIP targets PTEN for proteasomal degradation
../abc\PTEN\31988639_page9_694_0.jpg,Ubiquitination regulates PTEN nuclear import and tumor suppression
../abc\PTEN\31988639_page9_694_0.jpg,Crucial role of the C-terminus of PTEN in antagonizing NEDD4-1-mediatedPTEN ubiquitination and degradation
../abc\PTEN\31988639_page9_694_0.jpg,PTEN lossdefines a PI3K AKT pathway-dependent germinal center subtype of diffuse large B-cell lymphoma
../abc\PTEN\31988639_page9_694_0.jpg,Oncogenicrole of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator in non-small-cell lung carcinomas
../abc\PTEN\31988639_page9_694_0.jpg,PTEN and the PI3-kinase pathway in cancer
../abc\PTEN\31988639_page9_694_0.jpg,The lipidphosphatase activity of PTEN is critical for its tumor supressor function
../abc\PTEN\31988639_page9_694_0.jpg,PI3K PTEN Akt and TSC mTOR signaling pathways ovarian dysfunction and infertility: anupdate
../abc\PTEN\31988639_page9_694_0.jpg,The PTEN PI3K AKT Pathway in vivo
../abc\PTEN\31988639_page9_694_0.jpg,Negative regulation of PKB Akt-dependent cell survival by the tumor suppressor PTEN
../abc\PTEN\31988639_page9_694_0.jpg,PTEN modulates cell cycleprogression and cell survival by regulating phosphatidylinositol 3 4 5 -trisphosphate and Akt protein kinase B signalingpathway
../abc\PTEN\33114576_page2_246_0.jpg,In this tumor type PD-L1 expression is increased by PI3K Akt mTOR activation mediated by either Phosphatase andtensin homolog PTEN inactivation or loss or mTOR activation [28 46 47]
