PMID,sentence,gene 
32549388,MET is a tyrosinekinases receptor that can be activated by the ligand hepatocyte growth factor HGF and participate inthe activation of the PI3K AKT and RAS MAPK pathways,"['AKT', 'MET', 'PI3K']"
32549388,The overexpression of HGF and abnormalityof the HGF MET axis can also lead to TKI resistance [56],['MET']
32549388,This mechanism is reported to be speciﬁcbecause it motivates PI3K AKT in a HER3-independent manner,"['AKT', 'PI3K']"
32549388,Thus MET signaling activation by ampliﬁcation or by the HGF ligandare unique bypass mechanisms for TKI resistance which suggests that ﬁnding HGF MET antagonistsmay be an eﬃcient approach for resistance therapy,['MET']
32549388,At present various MET inhibitors have been produced and are under preclinical development,['MET']
32549388,Tivantinib is type of non-ATP-competitive MET inhibitor that was investigated in vitro,['MET']
32549388,A recently developednovel MET antibody drug conjugate SHR-A1403 was reported to eﬀectively overcome osimertinibresistance in cancer cells overexpressing MET [60],['MET']
32549388,Other MET inhibitors that are used in the clinic such as capmatinib crizotinib and savolitinib were evaluated in combination treatments,['MET']
32549388,Savolitinibis a type Ib potent selective MET inhibitor,['MET']
32549388,In a multicenter open-label phase Ib TATTON study NCT02143466  the combination of osimertinib plus savolitinib was used in the treatment of NSCLCpatients harboring an EGFR mutation and MET ampliﬁcation following advanced TKI treatment which resulted in an acceptable risk–beneﬁt proﬁle and encouraging antitumor activity outcomes,['MET']
32549388,Another application of the MET combination strategy is capmatinibplus geﬁtinib which was investigated in patients experiencing disease progression after TKI treatment,['MET']
32549388,Increased activity was observed especially in patients with a high MET expression resulting in a phaseII ORR of 47% [63],['MET']
32549388,platinum plus pemetrexed in EGFR-TKI-treated NSCLCpatients with the MET ampliﬁed is still ongoing,['MET']
32549388,A NSCLC patient with an EGFR L858R mutation was resistant to erlotinib afterﬁrst-line treatment and exhibited MET ampliﬁcation,['MET']
32549388,Thus the combination of MET inhibitor with EGFR-TKIs is a promising treatment forpatients with MET dysregulation and these studies provide varied evidence for us to deﬁne moreeﬀective therapeutic strategies for patients,['MET']
32549388,HER3 activation plays a role in the progression of TKI resistance since it is involvedin a crosstalk with MET and other members of the ERBB family,['MET']
32549388,IGF1R plays a role in promoting the growth survival and oncogenic transformation of tumor cellsvia the activation of the RAS RAF MAPK and PI3K AKT signaling pathways,"['AKT', 'PI3K']"
32549388,This patient was a 60-year-old male smoker and presented withintrinsic resistance to geﬁtinib after 28 days of treatment with ampliﬁcation of MET,['MET']
32549388,RAS RAF MEK ERK-Targeted Strategies,['MEK']
32549388,The development of BRAF mutation-targeted therapy was slow until 2017 when thecombination of dabrafenib BRAF V600E inhibitor plus trametinib MEK inhibitor was approved by theFDA for the treatment of patients with the BRAF V600E mutation,['MEK']
32549388,Other combinationstrategies involving MEK inhibitors have also been explored,['MEK']
32549388,Other MEK inhibitors such as CI1040and CZ0775 show the same trend and hence a better combination regime needs to be developed [89],['MEK']
32549388,PI3K AKT mTOR,"['AKT', 'MTOR', 'PI3K']"
32549388,PTEN is a kinase that can inhibit the activation of PI3K AKT by dephosphorylating PIP-3 to PIP-2,"['AKT', 'PI3K']"
32549388,The loss of PTEN is the mechanism for TKI resistance via reactivating AKT,['AKT']
32549388,Another factor thatcan lead to sustained PI3K AKT pathway activation is the PIK3CA mutation,"['AKT', 'PI3K']"
32549388,The PIK3CA gene isresponsible for coding the catalytic subunit of PI3K and its mutation was ﬁrst demonstrated by Sequistto aﬀect TKI-resistance progression in NSCLC patients [91],['PI3K']
32549388,PI3K AKT mTOR-Targeted Combination Treatment,"['AKT', 'PI3K']"
32549388,Most of the combination treatments involving PI3K AKT mTOR inhibitors have only been studiedat the preclinical stage,"['AKT', 'MTOR', 'PI3K']"
32549388,For example the combination of the PI3K AKT inhibitors BEZ235 and LY294002with erlotinib and geﬁtinib respectively can restore sensitivity to TKIs in TKI-resistant cell lines [92 93],"['AKT', 'PI3K']"
32549388,KU-0063794 a potent and speciﬁc mTOR inhibitor can enhance the antitumor activity of erlotinib inTKI-sensitive PC9 cells and overcome erlotinib resistance in TKI-resistant H1650 cells [94],['MTOR']
32549388,Apart from that a feedback loop exists between the MEK ERK and PI3K AKT pathways inEGFR-TKI resistant cell lines; thus single-agent treatment may not be eﬀective,"['AKT', 'ERK', 'PI3K', 'MEK']"
32549388,To overcomethis problem the combined inhibition of MEK plus PI3K was investigated in EGFR-TKI-resistantcell lines,"['PI3K', 'MEK']"
32549388,The most well-known EMT-TFs are members of the SNAIL ZEB and TWIST families,"['SNAIL', 'TWIST']"
32549388,Manystudies have shown that the overexpression of SLUG and SNAIL can induce drug resistance [105],['SNAIL']
32549388,A similardouble-negative feedback loop can be formed by miR-34a and SNAIL,['SNAIL']
32549388,Some miRNAs can promote TKI resistancevia activating the PI3K AKT mTOR signaling pathways,"['AKT', 'MTOR', 'PI3K']"
32549388,miR-21 and miR-23a can target PTEN andthen activate AKT resulting in resistance to TKIs in NSCLC cells [111 112],['AKT']
32549388,The most well-known EMT-TFs are members of the SNAIL ZEB and TWIST families,"['SNAIL', 'TWIST']"
32549388,Many studies have shown that the overexpression of SLUG and SNAIL can induce drug resistance [105],['SNAIL']
32549388,A similar double-negative feedback loop can be formed by miR-34a and SNAIL,['SNAIL']
32549388,Some miRNAs can promote TKI resistance via activating the PI3K AKT mTOR signaling pathways,"['AKT', 'MTOR', 'PI3K']"
32549388,miR-21 and miR-23a can target PTEN and then activate AKT resulting in resistance to TKIs in NSCLC cells [111 112],['AKT']
32549388,showed that cisplatin-induced apoptosis can be enhanced in TWIST siRNA-treated cells [113],['TWIST']
32549388,showed thatcisplatin-induced apoptosis can be enhanced in TWIST siRNA-treated cells [113],['TWIST']
32549388,For example miR-641 wasfound to activate ERK signaling by directly targeting neuroﬁbromatosis,['ERK']
32549388,Management of Non-small Cell Lung CancerPatients with MET Exon 14 Skipping Mutations,['MET']
32549388,MET Ampliﬁcation Leads to Geﬁtinib Resistance in Lung Cancer by ActivatingERBB3 Signaling,['MET']
32549388,Fibroblast-secretedhepatocyte growth factor mediates epidermal growth factor receptor tyrosine kinase inhibitor resistancein triple-negative breast cancers through paracrine activation of Met,['MET']
32549388,MET ampliﬁcation occurs with or without T790M mutations in EGFR mutant lung tumors withacquired resistance to geﬁtinib or erlotinib,['MET']
32549388,Phase Ib II Study of Capmatinib INC280 Plus Geﬁtinib After Failure of Epidermal GrowthFactor Receptor EGFR Inhibitor Therapy in Patients With EGFR-Mutated MET Factor–DysregulatedNon–Small-Cell Lung Cancer,['MET']
32549388,Capmatinib inc280 in met delta ex14-mutated advanced non-small cell lung cancer nsclc :Eﬃcacy data from the phase 2 geometry mono-1 study,['MET']
32549388,Diﬀerential response to a combination of full-dose osimertiniband crizotinib in a patient with EGFR-mutant non-small cell lung cancer and emergent MET ampliﬁcation,['MET']
32549388,Promising Combination Therapy with Bevacizumab and Erlotinib in an EGFR-MutatedNSCLC Patient with MET Ampliﬁcation Who Showed Intrinsic Resistance to Initial EGFR-TKI Therapy,['MET']
32549388,MEK inhibitorsreverse resistance in epidermal growth factor receptor mutation lung cancer cells with acquired resistance togeﬁtinib,['MEK']
32549388,Synergistic interaction between MEK inhibitor and geﬁtinibin EGFR-TKI-resistant human lung cancer cells,['MEK']
32549388,Combined inhibition of MEK and PI3K pathways overcomes acquired resistance toEGFR-TKIs in non-small cell lung cancer,"['PI3K', 'MEK']"
32549388,MicroRNAs: Critical regulators of epithelial tomesenchymal EMT and mesenchymal to epithelial transition MET in cancer progression,['MET']
32549388,miR-21 and KLF4 jointly augmentepithelial-mesenchymal transition via the Akt ERK1 2 pathway,['AKT']
32549388,Inhibition of miR-23a increases the sensitivity of lungcancer stem cells to erlotinib through PTEN PI3K Akt pathway,"['AKT', 'PI3K']"
32549388,Short interfering RNA directed against TWIST anovel zinc ﬁnger transcription factor increases A549 cell sensitivity to cisplatin via MAPK mitochondrialpathway,['TWIST']
32560574,"rat ﬁbrosarcoma mitogen-activated proteinkinase kinase extracellular regulated kinase RAF MEK ERK , phosphoinositide 3-kinase proteinkinase B mechanistic target of rapamycin kinase PI3K AKT mTOR and Ral guanine nucleotidedissociation stimulator RALGDS-RA promoting cell proliferation diﬀerentiation or cell death [11–16] Figure 2","['AKT', 'RAL', 'MTOR', 'PI3K']"
32560574,RAF: rat ﬁbrosarcoma; MEK: mitogen-activated protein kinase kinase; ERK: extracellular regulated kinase; PI3K: phosphoinositide 3-kinase; AKT: protein kinase B; mTOR: mechanistic target of rapamycin kinase; RALGDS: Ral guanine nucleotide dissociation stimulator; KRAS: Kirsten rat sarcoma viral oncogene homolog; CDK4 6: cyclin-dependent kinase 4 6; RHOA: Ras homolog family member; FAK: focal adhesion kinase; IKK: IkappaB kinase; IκB: nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor; NF-κB: nuclear factor ‘kappa-light-chain-enhancer’ of activated B-cells; Bad: BCL2-associated agonist of cell death; BCL-XL: B-cell lymphoma-extra large; RAL: Ras-like protein; PLD1: phospholipase D1; TBK1: TANK binding kinase 1; TIAM1: T lymphoma invasion and metastasis-inducing protein 1; RAC: Ras-related C3 botulinum toxin substrate 1; JNK: c-Jun N-terminal kinase,['RAL']
32560574,"Each amino acid substitutiondiﬀers in its binding aﬃnity for downstream eﬀectors: KRASG12D had higher aﬃnity for PI3K AKTsignaling, whereas KRASG12C or KRASG12V led to low levels of phosphorylated AKT and increasedRAL activation compared with other mutations or wildtype situation [27]","['AKT', 'PI3K']"
32560574,TBK1 [54] and transcriptionfactors e,['TBK1']
32560574,RAF MEK PI3K and mTOR arerational therapeutic targets and their potential value has been evaluated in many NSCLC clinical trials,"['MTOR', 'PI3K']"
32560574,The addition of selumetinib oﬀered substantial beneﬁt for mice bearingKRAS and KRAS p53 mutations whereas KRAS STK11 mutant mice displayed primary resistant tothe therapy due to activation of parallel signaling pathways such as AKT and v-Src avian sarcoma Schmidt-Ruppin A-2 viral oncogene homolog SRC [87],['AKT']
32560574,KRAS oncogenic signaling also involves PI3K AKT mTOR via the interaction with the catalyticsubunits of PI3K,"['AKT', 'MTOR', 'PI3K']"
32560574,Inhibiting RAS-driven PI3K activation blocks the progression of KRAS+ tumors [90–92],['PI3K']
32560574,However the mTOR inhibitor ridaforolimus as monotherapy displayed little clinical beneﬁt in a phaseII trial in KRAS mutant NSCLC resulting only in a modest increase in PFS [93],['MTOR']
32560574,Various phase Itrials have been investigating the eﬃcacy of targeting PI3K AKT mTOR pathway in combination withMEK inhibitors in patients with advanced-stage solid tumors including NSCLC [94–96],"['AKT', 'MTOR', 'PI3K']"
32560574,One potential obstacle for clinical approval of this approach might be that drug dosagesfor a complete abrogation of RAS signaling through PI3K mTOR and MEK inhibition could be toohigh to be tolerated in humans [57],"['MTOR', 'PI3K']"
32560574,The non-receptor tyrosine kinase focal adhesion kinase FAK involved in cell adhesion to theextracellular matrix is critical for cancer cell proliferation survival migration and invasion and has alsobeen explored as a target,['FAK']
32560574,The KRAS RHOA FAK pathway plays an important role in the developmentof lung tumors bearing inactivated p53 or loss of CDKN2A [97],"['RHOA', 'FAK']"
32560574,A phase II trial of the FAK inhibitordefactinib failed to improve outcome in patients with KRAS mutant lung tumors [98] NCT01951690,['FAK']
32560574,One reason behind might be co-occurring genetic events: FAK inhibitors have been documented toexert potent anti-tumor activity in NSCLC with KRASG12V mutation in association with CDKN2Adeﬁciency but not in CDKN2A wildtype background [97],['FAK']
32560574,A phase Ib dose-ﬁnding pharmacokinetictrial has been initiated to determine the maximum tolerated dose of the FAK inhibitor GSK2256098and the MEK1 2 inhibitor trametinib in combination in eligible patients having mesothelioma orother solid tumors with MAPK activation [99],['FAK']
32560574,reduction in FAK levels,['FAK']
32560574,The HSP90inhibitor AUY922 attenuated intrinsic resistance to PI3K and MEK inhibitors by suppressing bothPI3K AKT mTOR and RAF MEK ERK signaling in KRAS mutant NSCLC cells [100 101],"['AKT', 'MTOR', 'PI3K']"
32560574,Hyperactivation of RAF MEK ERK RSK and PI3K AKT mTOR pathways was deﬁned asa key resistance mechanism to ganetespib [103],"['AKT', 'MTOR', 'PI3K']"
32560574,Activity of p90 ribosomal S6 kinase p90RSK; a keyactivator of the mTOR pathway and an ERK downstream target was increased in KRAS mutant NSCLCganetespib resistant cells,['MTOR']
32560574,Preclinical studies have suggested combinations of mTOR and MEK inhibitors in KRAS mutantlung cancers [120] but these attempts have proven challenging due to adverse events such as diarrhea skin rash and fatigue [121],['MTOR']
32560574,investigated the dependence of MEK and mTOR inhibitionin a panel of KRAS mutant and KRAS wildtype NSCLC cell lines and showed for the ﬁrst timethat inhibition of mTOR but not MEK contributes to the majority of the growth inhibition in this,['MTOR']
32560574,There was no signiﬁcant additive diﬀerence in growth inhibition caused by mTORcompared with mTOR plus MEK inhibition in KRAS wildtype cells whereas the combination caused asigniﬁcantly greater growth inhibition than either compound alone in KRAS-mutated cells,['MTOR']
32560574,The resultsfurther suggest that in terms of toxicity clinical trial designs using intermittent dosing should prioritizereducing the dose frequency of the MEK inhibitor rather than mTOR inhibitor,['MTOR']
32560574,recently reported that combinations of clinically approved mTOR inhibitors and chemotherapeuticssynergized in inhibiting cell proliferation of KRAS mutant NSCLC cells in vitro and in vivo and theeﬃcacy of this approach correlated with the magnitude of mTOR activity induced by chemotherapyalone [123],['MTOR']
32560574,An open-label phase Ib clinical trial has been initiated to determine the maximum tolerateddose and or the recommended dose for use in a phase II trial for BKM120 an oral PI3K inhibitor in combination with binimetinib an FDA-approved allosteric MEK inhibitor NCT01363232,['PI3K']
32560574,described a promising combinatorial strategy using mTOR insulin-like growth factor 1 receptor IGF1R and MEK inhibitors to treat lung tumors bearing KRASallelic substitutions [127],['MTOR']
32560574,assess the maximum tolerated dose and the pharmacodynamic activity of the combination RO5126766plus the FAK inhibitor defactinib in advanced solid tumors including KRAS+ NSCLC NCT03875820,['FAK']
32560574,One such compound called rigosertib acts as a RAS mimetic andtargets RBDs across multiple signaling pathways involving RAF kinases RALGDS and PI3Ks [129],['RALGDS']
32560574,However recent data provideevidence that this independence may not be deﬁnite: i in KRAS mutant NSCLC cell lines activationof PI3K depends on basal activity of wildtype IGF1R illustrating a model for how oncogenic andnormal signal transduction coordinate [136]; ii development of KRASG12D-driven pancreatic ductaladenocarcinoma is suppressed in the absence of EGFR [137 138]; and iii induced expression of ERBB2and ERBB3 provokes resistance to MEK inhibition in KRAS+ lung and colorectal cell lines [139],['PI3K']
32560574,Activation of Rac1 RhoA and mitogen-activated protein kinases is required for Ras transformation,['RHOA']
32560574,Activated Ras interacts with the Ral guanine nucleotidedissociation stimulator,['RAL']
32560574,Ral GTPases and cancer: Linchpin support of the tumorigenic platform,['RAL']
32560574,Systematic RNA interference reveals that oncogenic KRAS-driven cancers require TBK1,['TBK1']
32560574,Synthetic Lethal Interaction of Combined BCL-XL and MEK InhibitionPromotes Tumor Regressions in KRAS Mutant Cancer Models,['BCL-XL']
32560574,KRAS G12C NSCLC models are sensitive to direct targeting of KRAS in combinationwith PI3K inhibition,['PI3K']
32560574,Phase I trial of MEK 1 2 inhibitor pimasertib combined with mTOR inhibitor temsirolimus in patients withadvanced solid tumors,['MTOR']
32560574,A phase Ib dose-escalation and expansion study of the oral MEK inhibitor pimasertib andPI3K MTOR inhibitor voxtalisib in patients with advanced solid tumours,['MTOR']
32560574,The HSP90 inhibitor NVP-AUY922 attenuates intrinsic PI3K inhibitor resistance in KRAS-mutant non-small cell lung cancer,['PI3K']
32560574,Eﬀective use of PI3K and MEK inhibitors to treat mutant Kras G12D and PIK3CAH1047R murine lung cancers,['PI3K']
32560574,mTOR mediates a mechanism of resistance to chemotherapy and deﬁnes a rational combinationstrategy to treat KRAS-mutant lung cancer,['MTOR']
32560574,Antitumor activity in ras-driven tumors by blocking akt and mek,['AKT']
32570729,b Schematic of uptake and important metabolites of 5-FU and F10 mechanisms interfering with DNA and RNA replication,['F10']
32570729,b Schematic of uptake and important metabolites of 5-FU and F10 mechanisms interfering with DNA and RNA replication,['F10']
32570729,The Applications of the Novel PolymericFluoropyrimidine F10 in Cancer Treatment: Current Evidence,['F10']
32575899,It exerts an inhibitory role and reduces theresponse to both anti-CTLA-4 and anti-PD1 PDL1 therapy while the inhibition of IDO1 expressionpotentiates the response to both immunotherapy and chemotherapy [68 69],['PDL1']
32575899,PTEN-mutant melanoma murine models showed a higher expression of immune suppressivecytokines a decreased inﬁltration of CD8+ T cells and a reduced T cell-mediated cytotoxicity while treatment with a PI3Kβ inhibitor enhanced the response to both PD-1 and CTLA4 inhibitors [86],['CTLA4']
32659994,SDF-1 is also called CXCL12 C-X-C motif chemokine ligand 12  and is produced by tumor stromalﬁbroblasts among others [76],['CXCL12']
32659994,In healthy people CXCL12 is responsible for hematopoiesis and the recruitment ofT lymphocytes to lymph nodes and the spleen [9],['CXCL12']
32659994,CTLA4 cytotoxic T lymphocyte-associatedprotein 4 belongs to immune checkpoints and is responsible for the inhibition of excessive activationof T lymphocytes recruited in lymph nodes [84],['CTLA4']
32659994,CTLA4 belongs to the family of receptors for CD80 and CD86 molecules,['CTLA4']
32659994,created a bispeciﬁc aptamer which bindssimultaneously to CTLA4 and to ICOS inducible T cell costimulator,['CTLA4']
32659994,Increasing tumor-inﬁltrating T Cells throughinhibition of CXCL12 with NOX-A12 synergizes with PD-1 blockade,['CXCL12']
32659994,The unique structural and functional features of CXCL12,['CXCL12']
32659994,The roleof the CXCL12 CXCR4 ACKR3 axis in autoimmune diseases,['CXCL12']
32666476,"Similarly anaplastic lymphoma kinase ALK  ROS1 RET, MET BRAF HER2 KRAS AKT are other validated targets in NSCLC therapy [14]",['AKT']
32666476,The cascade indirectly activates phosphatidylinositol-3-kinase PI3K  AKT mammalian target of rapamycin mTOR  which causes inhibition of apoptosis and cancerous growth [35] Fig,['AKT']
32666476,The diagram highlights the important markers like RAS RAF ERK PI3K AKT and mTOR of the disease and the mechanism of action of drugs against NSCLC details refer to text and ref,"['AKT', 'MTOR']"
32666476,The diagram highlights the important markers like RAS RAF ERK PI3K AKT and mTOR of the disease and the mechanism of action of drugs against NSCLC details refer to text and ref,"['AKT', 'MTOR']"
32666476,It is reported that JBJ-04-125-02 at 50 mg kg and 100 mg kg dose was able to inhibit auto-phosphorylation of EGFR AKT and ERK1 2 when they are administered by i,['AKT']
32666476,Signaling through the phosphatidylinositol 3-kinase PI3K  mammalian target of rapamycin mTOR axis is responsible for aerobic glycolysis mediated by glucose trans-porter in epidermal growth factor receptor EGFR -mutated lung adenocarcinoma,['MTOR']
32666476,Allosteric modulation of Ras and the PI3K AKT mTOR pathway: emerging therapeutic opportunities,"['AKT', 'MTOR']"
32784481,Upon its proteolytical release NICD translocates to the cell nucleus where it interacts with CSL Rbpjk  Mastermind-like proteins and p300 engaging in a coactivator complex to transcriptionally activatebasic helix-loop-helix bHLH genes such as the Hes and Hey family members of transcriptionalregulators which then exert their biological eﬀects Figure 1,['CSL']
32784481,Upon its proteolytical release NICD translocatesto the cell nucleus where it interacts with CSL Rbpjk  Mastermind-like proteins and p300 engaging in a coactivator complex to transcriptionally activate basic helix-loop-helix bHLH genes such as the Hes and Hey family members of transcriptional regulators which then exert their biological effects,['CSL']
32784481,"The released NICD theninitiates a translocation journey to the nucleus where it participates along with the DNA-bindingprotein CSL CBF1 RBPjκ Su H  Lag-1 , Mastermind MAM -like proteins and other co-activators in the formation of transcriptional complexes that initiate the expression of Notch downstream eﬀectorsof the Hes and Hey transcription repressor families",['CSL']
32784481,In its most generic form non-canonical Notchsignaling dotted arrows is independent of CSL and instead mediated through interaction withother signaling axes including PI3K mTOR Wnt and Akt; and could be triggered through eitherligand-dependent or ligand-independent mechanisms and could also occur in γ-secretase-dependent aswell as in γ-secretase-independent modes,['CSL']
32784481,Potential therapeutic inhibitors to block Notch signaling activity include soluble decoy receptors monoclonal antibodies mAbs to Notch receptors and mAbs to DSL ligands to disrupt prevent receptor ligand binding interaction; antibodies recognizing Notch proteins’ NRR domain mAbs to ADAMS and α-secretase inhibitors to block S2 proteolytical processing; γ-secretase small molecule inhibitors and mAbs to Nicastrin to prevent S3 cleavage and NICD production; endosome acidification inhibitors to halt endosomal NICD release; blocking mAbs to inactivate NICD; and stapled peptides and mAbs to MAM to disrupt MAM NICD CSL complexes,"['MAM', 'CSL']"
32784481,Potential therapeutic inhibitorsto block Notch signaling activity include soluble decoy receptors monoclonal antibodies mAbs toNotch receptors and mAbs to DSL ligands to disrupt prevent receptor ligand binding interaction;antibodies recognizing Notch proteins’ NRR domain mAbs to ADAMS and α-secretase inhibitorsto block S2 proteolytical processing; γ-secretase small molecule inhibitors and mAbs to Nicastrinto prevent S3 cleavage and NICD production; endosome acidiﬁcation inhibitors to halt endosomalNICD release; blocking mAbs to inactivate NICD; and stapled peptides and mAbs to MAM to disruptMAM NICD CSL complexes,"['MAM', 'CSL']"
32820012,"The release of ligands and the consequent EGFR dimerisation can trigger multiple signalling transduction path-ways including Rat Sarcoma RAS  Rapidly Accelerated Fibrosarcoma RAF  Mitogen Activated Protein Kinases MAPKs  phos-phatidylinositol-3 kinase PI3K Akt , signal transducer and activator of transcription STAT and mammalian target of rapamycin mTOR",['MTOR']
32849585,M-MDSCsexpress high levels of ARG1 and of iNOS thus they suppressT-cell responses both in antigen-speciﬁc and non-speciﬁcmanners trough high production of nitric oxide NO in theTME,['ARG1']
32849585,On the other hand G-MDSCs are capable of suppressingimmune responses primarily in an antigen-speciﬁc manner andthey act mostly through production of high levels of reactiveoxygen species ROS 14 21,['ROS']
32849585,Inparticular G-MDSCs primarily use ROS as the mechanism ofimmune suppression whereas M-MDSCs show up-regulationof iNOS ARG1 and an array of immunosuppressive cytokines 17,"['ARG1', 'ROS']"
32849585,The main approaches to target MDSCs include: 1 depleting MDSC populations; 2 preventing MDSC recruitment and migration to the TME; 3 attenuating the immunosuppressive mechanisms of MDSCs by downregulating the expression of ARG1 iNOS COX-2 and reducing ROS generation; 4 promoting the differentiation of MDSCs into mature non-suppressive myeloid cells like macrophages and dendritic cells,"['ARG1', 'ROS']"
32849585,For example disruption of the COX-2 prostaglandinE2 PGE2 signaling has been successful in repressing MDSC-associated suppressive factors such as ARG1 expression andROS production and improving T-cells frequency and immuneresponse 60 61,['ARG1']
32849585,Phosphodiesterase-5 PDE-5 inhibitors arealso able to inhibit MDSCs functions by the downregulationof iNOS and ARG1 expression and activities,['ARG1']
32849585,Anti-inﬂammatory triterpenoids have been demonstrate toreduce intracellular ROS production by MDSCs by upregulatingthe nuclear factor erythroid 2-related factor 2 Nrf2 whichplays an important role in the cellular protection against freeradical damage 69,['ROS']
32849585,Administration of ATRA a vitamin A derivative binding to the retinoid receptor alsoled to the downregulation of ROS production in MDSCs byactivating the extracellular-signal regulated kinase ERK 1 2pathway 71,['ROS']
32849585,Indeed analysis of MDSCs response toentinostat revealed signiﬁcantly reduced ARG1 iNOS and COX-2 levels in both M- and G-MDSCs subsets,['ARG1']
32849585,The mechanism of ATRA-induceddiﬀerentiation of MDSCs involves speciﬁc up-regulation ofglutathione synthase and neutralization of high ROS productionin these cells 80,['ROS']
32849585,In particular one of the suppressivemechanisms proposed by the authors for M-MDSCs-mediatedimmunosuppression is represented by ROS 106,['ROS']
32849585,In BC after diﬀerentiation and recruitment MDSCssuppress T cells via several pathways including the ARG1 ROS RNS and NO pathways 108,"['ARG1', 'ROS']"
32849585,These MDSCs populations were found to suppressboth CD8+ and CD4+ T cells proliferation through theoxidative metabolism including the generation of NO andROS as demonstrated by the high expression levels of theimmune mediators ARG1 iNOS and NOX2,['ARG1']
32849585,In particular circulating G-MDSCswere signiﬁcantly elevated in CRC patients with regionaland distant metastases and exerted their immunosuppressivefunctions trough the activation of ARG1,['ARG1']
32849585,Omaveloxolone alsoreferred as RTA408  is a semisynthetic oleanane triterpenoidthat represses ROS production and NO signaling in MDSCsshowing promising preclinical antitumor activity 150,['ROS']
32849585,Inparticular PGE2 production by MDSCs has been associatedto ARG1 overexpression STAT3 and STAT1 phosphorylationand IL-10 ROS and NO production that are correlated toMDSCs suppressive activity 157–160,"['ARG1', 'ROS']"
32849585,Indeed COX-2pharmacologicinhibitionrevertsMDSCssuppressive phenotype by reducing the production of ROS andNO the expression of ARG1 and restoring the diﬀerentiationof bone marrow cells 162 163,"['ARG1', 'ROS']"
32849585,Moreover LOX-1+CD15+ MDSCs suppressed T-cell proliferation throughthe ROS and ARG1 pathway and reduced interferon IFN-γproduction 222,"['ARG1', 'ROS']"
32849585,regulatory T cells and inhibiting autologous NK cells aswell as they shown to have high ARG1 activity 213 223,['ARG1']
32849585,In the same way the immature MDSCs were able to inhibittumor-speciﬁc T-cell responses and IFN-γ secretion througha suppressive mechanism involving ARG1 and iNOS enzymes 224,['ARG1']
32849585,The activity of NADPH oxidase enzyme translatesinto an increase in ROS production which mediates tumorimmunosuppression and might thus represent a potentialtarget for therapeutic intervention,['ROS']
32849585,"M-MDSCsHLA-DR− lowCD14+HMGB1, ARG1 S100P MMP-9 MMP-25ROS",['ARG1']
32917214,f NTE5 is the gene alias for CD73,['CD73']
32917214,CD73 and thus adenosine expression by cancer cells or fibroblasts leads to inhibition of TIL and promotion of Treg; CD73 upregulation associates with cancer immune evasion,['CD73']
32917214,Vascular endothelial growth factor VEGF gets ubiquitously expressed in the TME not illustrated see Fig,['VEGF']
32917214,Tumor growth promoting neo-angiogenesis not illustrated is driven by hypoxia and thus VEGF expression,['VEGF']
32917214,Extrinsic resistance: VEGF,['VEGF']
32917214,Vascular endothelial growth factor VEGF expressionwithin the TME is heterogenous Fig,['VEGF']
32917214,VEGF is the key driver of tumor neo-angiogenesis but also exerts immunosuppressive effects[58],['VEGF']
32917214,Accordingly anti-PD-1non-respondersshowedhigher VEGF levels compared to responders suggesting apotential role of VEGF in IO resistance [59],['VEGF']
32917214,Furthermore VEGF,['VEGF']
32917214,Adenosin-signaling pathway CD73,['CD73']
32917214,In the TME both CD73 and adenosine are widelyexpressed on a variety of cells Fig,['CD73']
32917214,Some tumors overexpress CD73 as a possibleimmune-evading strategy while others do not,['CD73']
32917214,CD73 up-regulation has been associated with an inferior outcomein NSCLC [121] and in preclinical cancer models highCD73 expression correlated with a better response toCD73 blockade [122],['CD73']
32917214,Therapeutic attempts have focused on inhibiting adeno-sine production by targeting CD73 or interfering with ad-enosine signaling by targeting A2aR,['CD73']
32917214,"Many of the discussed novel treatment approaches ei-ther aim to inhibit intrinsic immunosuppressive IDO,CD73 adenosine, VEGF CCR4 CXCR2 arginase orpromote proinflammatory immunogenic STING RIG-I PARP pathways",['VEGF']
32917214,Prognostic impact of CD73 and A2A adenosine receptor expression in non-small-cell lung cancer,['CD73']
33007968,In patients with melanoma TDE PD-L1 is also a marker ofimmune activation early after initiation of therapy with PD1-targeting antibodies and predicts a clinicalresponse to PD1 blockade [70],['PD1']
33007968,"Other inhibitory immunosuppressive proteins—such as FASL TGFβ1 TRAIL COX2 CD39 CD73, PDL1 CTLA4 and others—are reported to be associated with TDEs [78]",['PDL1']
33007968,The importance of exosomal PDL1 in tumour immune evasion,['PDL1']
33014852,revealed that HSPB1 enhanced the bindingbetween G6PD and SIRT2 which led to deacetylation andactivation of G6PD thus promoting cellular NADPH and pentoseproduction in glioma cells and thereby protecting cells fromoxidative and DNA damage stress 71,['G6PD']
33014852,demonstrated that SIRT2 deacetylated C-terminal lysine residuesof p73 and inactivated its transcriptional activity and SIRT2inhibition in glioblastoma cell lines GB2 or GB16 resultedin p73-mediated transactivation of PUMA and induction ofapoptosis 72 Figure 1,['P73']
33014852,Regulationof G6PD acetylation by SIRT2 and KAT9 modulates NADPH homeostasis andcell survival during oxidative stress,['G6PD']
33014852,HSPB1 enhances SIRT2-mediated G6PD activation and promotes glioma cell proliferation,['G6PD']
33014852,SIRT2-mediated inactivation of p73 is required for glioblastomatumorigenicity EMBO Rep,['P73']
